x,y,objet
139.031,23.4695,rectangle
137.908,24.592,rectangle
139.031,24.592,rectangle
140.153,23.4695,rectangle
141.276,23.4695,rectangle
142.398,23.4695,rectangle
140.153,24.592,rectangle
141.276,24.592,rectangle
142.398,24.592,rectangle
143.521,23.4695,rectangle
144.643,23.4695,rectangle
143.521,24.592,rectangle
144.643,24.592,rectangle
145.766,23.4695,rectangle
146.888,23.4695,rectangle
145.766,24.592,rectangle
146.888,24.592,rectangle
148.01,23.4695,rectangle
149.133,23.4695,rectangle
148.01,24.592,rectangle
149.133,24.592,rectangle
150.255,23.4695,rectangle
151.378,23.4695,rectangle
150.255,24.592,rectangle
151.378,24.592,rectangle
152.5,23.4695,rectangle
153.623,23.4695,rectangle
154.745,23.4695,rectangle
152.5,24.592,rectangle
153.623,24.592,rectangle
154.745,24.592,rectangle
155.868,23.4695,rectangle
156.99,23.4695,rectangle
155.868,24.592,rectangle
156.99,24.592,rectangle
158.113,23.4695,rectangle
159.235,23.4695,rectangle
158.113,24.592,rectangle
159.235,24.592,rectangle
160.358,23.4695,rectangle
161.48,23.4695,rectangle
160.358,24.592,rectangle
161.48,24.592,rectangle
162.602,23.4695,rectangle
163.725,23.4695,rectangle
164.847,23.4695,rectangle
162.602,24.592,rectangle
163.725,24.592,rectangle
164.847,24.592,rectangle
165.97,23.4695,rectangle
167.092,23.4695,rectangle
165.97,24.592,rectangle
167.092,24.592,rectangle
168.215,23.4695,rectangle
169.337,23.4695,rectangle
168.215,24.592,rectangle
169.337,24.592,rectangle
170.46,23.4695,rectangle
171.582,23.4695,rectangle
170.46,24.592,rectangle
171.582,24.592,rectangle
172.705,23.4695,rectangle
173.827,23.4695,rectangle
174.95,23.4695,rectangle
172.705,24.592,rectangle
173.827,24.592,rectangle
174.95,24.592,rectangle
176.072,23.4695,rectangle
177.194,23.4695,rectangle
176.072,24.592,rectangle
177.194,24.592,rectangle
178.317,23.4695,rectangle
179.439,23.4695,rectangle
178.317,24.592,rectangle
179.439,24.592,rectangle
180.562,23.4695,rectangle
181.684,23.4695,rectangle
180.562,24.592,rectangle
181.684,24.592,rectangle
182.807,23.4695,rectangle
183.929,23.4695,rectangle
182.807,24.592,rectangle
183.929,24.592,rectangle
185.052,23.4695,rectangle
186.174,23.4695,rectangle
187.297,23.4695,rectangle
185.052,24.592,rectangle
186.174,24.592,rectangle
187.297,24.592,rectangle
188.419,23.4695,rectangle
189.542,23.4695,rectangle
188.419,24.592,rectangle
189.542,24.592,rectangle
190.664,23.4695,rectangle
191.786,23.4695,rectangle
190.664,24.592,rectangle
191.786,24.592,rectangle
192.909,23.4695,rectangle
194.031,23.4695,rectangle
192.909,24.592,rectangle
194.031,24.592,rectangle
195.154,23.4695,rectangle
196.276,23.4695,rectangle
197.399,23.4695,rectangle
195.154,24.592,rectangle
196.276,24.592,rectangle
197.399,24.592,rectangle
198.521,23.4695,rectangle
199.644,23.4695,rectangle
198.521,24.592,rectangle
199.644,24.592,rectangle
200.766,23.4695,rectangle
201.889,23.4695,rectangle
200.766,24.592,rectangle
201.889,24.592,rectangle
203.011,23.4695,rectangle
204.134,23.4695,rectangle
203.011,24.592,rectangle
204.134,24.592,rectangle
205.256,23.4695,rectangle
206.378,23.4695,rectangle
205.256,24.592,rectangle
206.378,24.592,rectangle
207.501,23.4695,rectangle
208.623,23.4695,rectangle
209.746,23.4695,rectangle
207.501,24.592,rectangle
208.623,24.592,rectangle
209.746,24.592,rectangle
210.868,23.4695,rectangle
211.991,23.4695,rectangle
210.868,24.592,rectangle
211.991,24.592,rectangle
213.113,23.4695,rectangle
214.236,23.4695,rectangle
213.113,24.592,rectangle
214.236,24.592,rectangle
35.7643,25.7145,rectangle
36.8867,25.7145,rectangle
35.7643,26.8369,rectangle
36.8867,26.8369,rectangle
38.0092,25.7145,rectangle
39.1317,25.7145,rectangle
38.0092,26.8369,rectangle
39.1317,26.8369,rectangle
40.2541,25.7145,rectangle
41.3766,25.7145,rectangle
42.499,25.7145,rectangle
40.2541,26.8369,rectangle
41.3766,26.8369,rectangle
42.499,26.8369,rectangle
43.6215,25.7145,rectangle
44.744,25.7145,rectangle
43.6215,26.8369,rectangle
44.744,26.8369,rectangle
45.8664,25.7145,rectangle
46.9889,25.7145,rectangle
45.8664,26.8369,rectangle
46.9889,26.8369,rectangle
48.1113,25.7145,rectangle
49.2338,25.7145,rectangle
48.1113,26.8369,rectangle
49.2338,26.8369,rectangle
50.3563,25.7145,rectangle
51.4787,25.7145,rectangle
50.3563,26.8369,rectangle
51.4787,26.8369,rectangle
52.6012,25.7145,rectangle
53.7237,25.7145,rectangle
54.8461,25.7145,rectangle
52.6012,26.8369,rectangle
53.7237,26.8369,rectangle
54.8461,26.8369,rectangle
55.9686,25.7145,rectangle
57.091,25.7145,rectangle
55.9686,26.8369,rectangle
57.091,26.8369,rectangle
58.2135,25.7145,rectangle
59.336,25.7145,rectangle
58.2135,26.8369,rectangle
59.336,26.8369,rectangle
60.4584,25.7145,rectangle
61.5809,25.7145,rectangle
60.4584,26.8369,rectangle
61.5809,26.8369,rectangle
62.7034,25.7145,rectangle
63.8258,25.7145,rectangle
64.9483,25.7145,rectangle
62.7034,26.8369,rectangle
63.8258,26.8369,rectangle
64.9483,26.8369,rectangle
66.0707,25.7145,rectangle
67.1932,25.7145,rectangle
66.0707,26.8369,rectangle
67.1932,26.8369,rectangle
68.3157,25.7145,rectangle
69.4381,25.7145,rectangle
68.3157,26.8369,rectangle
69.4381,26.8369,rectangle
70.5606,25.7145,rectangle
71.6831,25.7145,rectangle
70.5606,26.8369,rectangle
71.6831,26.8369,rectangle
72.8055,25.7145,rectangle
73.928,25.7145,rectangle
72.8055,26.8369,rectangle
73.928,26.8369,rectangle
75.0504,25.7145,rectangle
76.1729,25.7145,rectangle
77.2954,25.7145,rectangle
75.0504,26.8369,rectangle
76.1729,26.8369,rectangle
77.2954,26.8369,rectangle
78.4178,25.7145,rectangle
79.5403,25.7145,rectangle
78.4178,26.8369,rectangle
79.5403,26.8369,rectangle
80.6627,25.7145,rectangle
81.7852,25.7145,rectangle
80.6627,26.8369,rectangle
81.7852,26.8369,rectangle
82.9077,25.7145,rectangle
84.0301,25.7145,rectangle
82.9077,26.8369,rectangle
84.0301,26.8369,rectangle
85.1526,25.7145,rectangle
86.2751,25.7145,rectangle
87.3975,25.7145,rectangle
85.1526,26.8369,rectangle
86.2751,26.8369,rectangle
87.3975,26.8369,rectangle
88.52,25.7145,rectangle
89.6424,25.7145,rectangle
88.52,26.8369,rectangle
89.6424,26.8369,rectangle
90.7649,25.7145,rectangle
91.8874,25.7145,rectangle
90.7649,26.8369,rectangle
91.8874,26.8369,rectangle
93.0098,25.7145,rectangle
94.1323,25.7145,rectangle
93.0098,26.8369,rectangle
94.1323,26.8369,rectangle
95.2548,25.7145,rectangle
96.3772,25.7145,rectangle
97.4997,25.7145,rectangle
95.2548,26.8369,rectangle
96.3772,26.8369,rectangle
97.4997,26.8369,rectangle
98.6221,25.7145,rectangle
99.7446,25.7145,rectangle
98.6221,26.8369,rectangle
99.7446,26.8369,rectangle
100.867,25.7145,rectangle
101.99,25.7145,rectangle
100.867,26.8369,rectangle
101.99,26.8369,rectangle
103.112,25.7145,rectangle
104.234,25.7145,rectangle
103.112,26.8369,rectangle
104.234,26.8369,rectangle
105.357,25.7145,rectangle
106.479,25.7145,rectangle
105.357,26.8369,rectangle
106.479,26.8369,rectangle
107.602,25.7145,rectangle
108.724,25.7145,rectangle
109.847,25.7145,rectangle
107.602,26.8369,rectangle
108.724,26.8369,rectangle
109.847,26.8369,rectangle
110.969,25.7145,rectangle
112.092,25.7145,rectangle
110.969,26.8369,rectangle
112.092,26.8369,rectangle
113.214,25.7145,rectangle
114.337,25.7145,rectangle
113.214,26.8369,rectangle
114.337,26.8369,rectangle
115.459,25.7145,rectangle
116.582,25.7145,rectangle
115.459,26.8369,rectangle
116.582,26.8369,rectangle
117.704,25.7145,rectangle
118.826,25.7145,rectangle
119.949,25.7145,rectangle
117.704,26.8369,rectangle
118.826,26.8369,rectangle
119.949,26.8369,rectangle
121.071,25.7145,rectangle
122.194,25.7145,rectangle
121.071,26.8369,rectangle
122.194,26.8369,rectangle
123.316,25.7145,rectangle
124.439,25.7145,rectangle
123.316,26.8369,rectangle
124.439,26.8369,rectangle
125.561,25.7145,rectangle
126.684,25.7145,rectangle
125.561,26.8369,rectangle
126.684,26.8369,rectangle
127.806,25.7145,rectangle
128.929,25.7145,rectangle
127.806,26.8369,rectangle
128.929,26.8369,rectangle
130.051,25.7145,rectangle
131.174,25.7145,rectangle
132.296,25.7145,rectangle
130.051,26.8369,rectangle
131.174,26.8369,rectangle
132.296,26.8369,rectangle
133.418,25.7145,rectangle
134.541,25.7145,rectangle
133.418,26.8369,rectangle
134.541,26.8369,rectangle
135.663,25.7145,rectangle
136.786,25.7145,rectangle
135.663,26.8369,rectangle
136.786,26.8369,rectangle
137.908,25.7145,rectangle
139.031,25.7145,rectangle
137.908,26.8369,rectangle
139.031,26.8369,rectangle
140.153,25.7145,rectangle
141.276,25.7145,rectangle
142.398,25.7145,rectangle
140.153,26.8369,rectangle
141.276,26.8369,rectangle
142.398,26.8369,rectangle
143.521,25.7145,rectangle
144.643,25.7145,rectangle
143.521,26.8369,rectangle
144.643,26.8369,rectangle
145.766,25.7145,rectangle
146.888,25.7145,rectangle
145.766,26.8369,rectangle
146.888,26.8369,rectangle
148.01,25.7145,rectangle
149.133,25.7145,rectangle
148.01,26.8369,rectangle
149.133,26.8369,rectangle
150.255,25.7145,rectangle
151.378,25.7145,rectangle
150.255,26.8369,rectangle
151.378,26.8369,rectangle
152.5,25.7145,rectangle
153.623,25.7145,rectangle
154.745,25.7145,rectangle
152.5,26.8369,rectangle
153.623,26.8369,rectangle
154.745,26.8369,rectangle
155.868,25.7145,rectangle
156.99,25.7145,rectangle
155.868,26.8369,rectangle
156.99,26.8369,rectangle
158.113,25.7145,rectangle
159.235,25.7145,rectangle
158.113,26.8369,rectangle
159.235,26.8369,rectangle
160.358,25.7145,rectangle
161.48,25.7145,rectangle
160.358,26.8369,rectangle
161.48,26.8369,rectangle
162.602,25.7145,rectangle
163.725,25.7145,rectangle
164.847,25.7145,rectangle
162.602,26.8369,rectangle
163.725,26.8369,rectangle
164.847,26.8369,rectangle
165.97,25.7145,rectangle
167.092,25.7145,rectangle
165.97,26.8369,rectangle
167.092,26.8369,rectangle
168.215,25.7145,rectangle
169.337,25.7145,rectangle
168.215,26.8369,rectangle
169.337,26.8369,rectangle
170.46,25.7145,rectangle
171.582,25.7145,rectangle
170.46,26.8369,rectangle
171.582,26.8369,rectangle
172.705,25.7145,rectangle
173.827,25.7145,rectangle
174.95,25.7145,rectangle
172.705,26.8369,rectangle
173.827,26.8369,rectangle
174.95,26.8369,rectangle
176.072,25.7145,rectangle
177.194,25.7145,rectangle
176.072,26.8369,rectangle
177.194,26.8369,rectangle
178.317,25.7145,rectangle
179.439,25.7145,rectangle
178.317,26.8369,rectangle
179.439,26.8369,rectangle
180.562,25.7145,rectangle
181.684,25.7145,rectangle
180.562,26.8369,rectangle
181.684,26.8369,rectangle
182.807,25.7145,rectangle
183.929,25.7145,rectangle
182.807,26.8369,rectangle
183.929,26.8369,rectangle
185.052,25.7145,rectangle
186.174,25.7145,rectangle
187.297,25.7145,rectangle
185.052,26.8369,rectangle
186.174,26.8369,rectangle
187.297,26.8369,rectangle
188.419,25.7145,rectangle
189.542,25.7145,rectangle
188.419,26.8369,rectangle
189.542,26.8369,rectangle
190.664,25.7145,rectangle
191.786,25.7145,rectangle
190.664,26.8369,rectangle
191.786,26.8369,rectangle
192.909,25.7145,rectangle
194.031,25.7145,rectangle
192.909,26.8369,rectangle
194.031,26.8369,rectangle
195.154,25.7145,rectangle
196.276,25.7145,rectangle
197.399,25.7145,rectangle
195.154,26.8369,rectangle
196.276,26.8369,rectangle
197.399,26.8369,rectangle
198.521,25.7145,rectangle
199.644,25.7145,rectangle
198.521,26.8369,rectangle
199.644,26.8369,rectangle
200.766,25.7145,rectangle
201.889,25.7145,rectangle
200.766,26.8369,rectangle
201.889,26.8369,rectangle
203.011,25.7145,rectangle
204.134,25.7145,rectangle
203.011,26.8369,rectangle
204.134,26.8369,rectangle
205.256,25.7145,rectangle
206.378,25.7145,rectangle
205.256,26.8369,rectangle
206.378,26.8369,rectangle
207.501,25.7145,rectangle
208.623,25.7145,rectangle
209.746,25.7145,rectangle
207.501,26.8369,rectangle
208.623,26.8369,rectangle
209.746,26.8369,rectangle
210.868,25.7145,rectangle
211.991,25.7145,rectangle
210.868,26.8369,rectangle
211.991,26.8369,rectangle
213.113,25.7145,rectangle
214.236,25.7145,rectangle
213.113,26.8369,rectangle
214.236,26.8369,rectangle
35.7643,27.9594,rectangle
36.8867,27.9594,rectangle
35.7643,29.0819,rectangle
36.8867,29.0819,rectangle
38.0092,27.9594,rectangle
39.1317,27.9594,rectangle
38.0092,29.0819,rectangle
39.1317,29.0819,rectangle
40.2541,27.9594,rectangle
41.3766,27.9594,rectangle
42.499,27.9594,rectangle
40.2541,29.0819,rectangle
41.3766,29.0819,rectangle
42.499,29.0819,rectangle
43.6215,27.9594,rectangle
44.744,27.9594,rectangle
43.6215,29.0819,rectangle
44.744,29.0819,rectangle
45.8664,27.9594,rectangle
46.9889,27.9594,rectangle
45.8664,29.0819,rectangle
46.9889,29.0819,rectangle
48.1113,27.9594,rectangle
49.2338,27.9594,rectangle
48.1113,29.0819,rectangle
49.2338,29.0819,rectangle
50.3563,27.9594,rectangle
51.4787,27.9594,rectangle
50.3563,29.0819,rectangle
51.4787,29.0819,rectangle
52.6012,27.9594,rectangle
53.7237,27.9594,rectangle
54.8461,27.9594,rectangle
52.6012,29.0819,rectangle
53.7237,29.0819,rectangle
54.8461,29.0819,rectangle
55.9686,27.9594,rectangle
57.091,27.9594,rectangle
55.9686,29.0819,rectangle
57.091,29.0819,rectangle
58.2135,27.9594,rectangle
59.336,27.9594,rectangle
58.2135,29.0819,rectangle
59.336,29.0819,rectangle
60.4584,27.9594,rectangle
61.5809,27.9594,rectangle
60.4584,29.0819,rectangle
61.5809,29.0819,rectangle
62.7034,27.9594,rectangle
63.8258,27.9594,rectangle
64.9483,27.9594,rectangle
62.7034,29.0819,rectangle
63.8258,29.0819,rectangle
64.9483,29.0819,rectangle
66.0707,27.9594,rectangle
67.1932,27.9594,rectangle
66.0707,29.0819,rectangle
67.1932,29.0819,rectangle
68.3157,27.9594,rectangle
69.4381,27.9594,rectangle
68.3157,29.0819,rectangle
69.4381,29.0819,rectangle
70.5606,27.9594,rectangle
71.6831,27.9594,rectangle
70.5606,29.0819,rectangle
71.6831,29.0819,rectangle
72.8055,27.9594,rectangle
73.928,27.9594,rectangle
72.8055,29.0819,rectangle
73.928,29.0819,rectangle
75.0504,27.9594,rectangle
76.1729,27.9594,rectangle
77.2954,27.9594,rectangle
75.0504,29.0819,rectangle
76.1729,29.0819,rectangle
77.2954,29.0819,rectangle
78.4178,27.9594,rectangle
79.5403,27.9594,rectangle
78.4178,29.0819,rectangle
79.5403,29.0819,rectangle
80.6627,27.9594,rectangle
81.7852,27.9594,rectangle
80.6627,29.0819,rectangle
81.7852,29.0819,rectangle
82.9077,27.9594,rectangle
84.0301,27.9594,rectangle
82.9077,29.0819,rectangle
84.0301,29.0819,rectangle
85.1526,27.9594,rectangle
86.2751,27.9594,rectangle
87.3975,27.9594,rectangle
85.1526,29.0819,rectangle
86.2751,29.0819,rectangle
87.3975,29.0819,rectangle
88.52,27.9594,rectangle
89.6424,27.9594,rectangle
88.52,29.0819,rectangle
89.6424,29.0819,rectangle
90.7649,27.9594,rectangle
91.8874,27.9594,rectangle
90.7649,29.0819,rectangle
91.8874,29.0819,rectangle
93.0098,27.9594,rectangle
94.1323,27.9594,rectangle
93.0098,29.0819,rectangle
94.1323,29.0819,rectangle
95.2548,27.9594,rectangle
96.3772,27.9594,rectangle
97.4997,27.9594,rectangle
95.2548,29.0819,rectangle
96.3772,29.0819,rectangle
97.4997,29.0819,rectangle
98.6221,27.9594,rectangle
99.7446,27.9594,rectangle
98.6221,29.0819,rectangle
99.7446,29.0819,rectangle
100.867,27.9594,rectangle
101.99,27.9594,rectangle
100.867,29.0819,rectangle
101.99,29.0819,rectangle
103.112,27.9594,rectangle
104.234,27.9594,rectangle
103.112,29.0819,rectangle
104.234,29.0819,rectangle
105.357,27.9594,rectangle
106.479,27.9594,rectangle
105.357,29.0819,rectangle
106.479,29.0819,rectangle
107.602,27.9594,rectangle
108.724,27.9594,rectangle
109.847,27.9594,rectangle
107.602,29.0819,rectangle
108.724,29.0819,rectangle
109.847,29.0819,rectangle
110.969,27.9594,rectangle
112.092,27.9594,rectangle
110.969,29.0819,rectangle
112.092,29.0819,rectangle
113.214,27.9594,rectangle
114.337,27.9594,rectangle
113.214,29.0819,rectangle
114.337,29.0819,rectangle
115.459,27.9594,rectangle
116.582,27.9594,rectangle
115.459,29.0819,rectangle
116.582,29.0819,rectangle
117.704,27.9594,rectangle
118.826,27.9594,rectangle
119.949,27.9594,rectangle
117.704,29.0819,rectangle
118.826,29.0819,rectangle
119.949,29.0819,rectangle
121.071,27.9594,rectangle
122.194,27.9594,rectangle
121.071,29.0819,rectangle
122.194,29.0819,rectangle
123.316,27.9594,rectangle
124.439,27.9594,rectangle
123.316,29.0819,rectangle
124.439,29.0819,rectangle
125.561,27.9594,rectangle
126.684,27.9594,rectangle
125.561,29.0819,rectangle
126.684,29.0819,rectangle
127.806,27.9594,rectangle
128.929,27.9594,rectangle
127.806,29.0819,rectangle
128.929,29.0819,rectangle
130.051,27.9594,rectangle
131.174,27.9594,rectangle
132.296,27.9594,rectangle
130.051,29.0819,rectangle
131.174,29.0819,rectangle
132.296,29.0819,rectangle
133.418,27.9594,rectangle
134.541,27.9594,rectangle
133.418,29.0819,rectangle
134.541,29.0819,rectangle
135.663,27.9594,rectangle
136.786,27.9594,rectangle
135.663,29.0819,rectangle
136.786,29.0819,rectangle
137.908,27.9594,rectangle
139.031,27.9594,rectangle
137.908,29.0819,rectangle
139.031,29.0819,rectangle
140.153,27.9594,rectangle
141.276,27.9594,rectangle
142.398,27.9594,rectangle
140.153,29.0819,rectangle
141.276,29.0819,rectangle
142.398,29.0819,rectangle
143.521,27.9594,rectangle
144.643,27.9594,rectangle
143.521,29.0819,rectangle
144.643,29.0819,rectangle
145.766,27.9594,rectangle
146.888,27.9594,rectangle
145.766,29.0819,rectangle
146.888,29.0819,rectangle
148.01,27.9594,rectangle
149.133,27.9594,rectangle
148.01,29.0819,rectangle
149.133,29.0819,rectangle
150.255,27.9594,rectangle
151.378,27.9594,rectangle
150.255,29.0819,rectangle
151.378,29.0819,rectangle
152.5,27.9594,rectangle
153.623,27.9594,rectangle
154.745,27.9594,rectangle
152.5,29.0819,rectangle
153.623,29.0819,rectangle
154.745,29.0819,rectangle
155.868,27.9594,rectangle
156.99,27.9594,rectangle
155.868,29.0819,rectangle
156.99,29.0819,rectangle
158.113,27.9594,rectangle
159.235,27.9594,rectangle
158.113,29.0819,rectangle
159.235,29.0819,rectangle
160.358,27.9594,rectangle
161.48,27.9594,rectangle
160.358,29.0819,rectangle
161.48,29.0819,rectangle
162.602,27.9594,rectangle
163.725,27.9594,rectangle
164.847,27.9594,rectangle
162.602,29.0819,rectangle
163.725,29.0819,rectangle
164.847,29.0819,rectangle
165.97,27.9594,rectangle
167.092,27.9594,rectangle
165.97,29.0819,rectangle
167.092,29.0819,rectangle
168.215,27.9594,rectangle
169.337,27.9594,rectangle
168.215,29.0819,rectangle
169.337,29.0819,rectangle
170.46,27.9594,rectangle
171.582,27.9594,rectangle
170.46,29.0819,rectangle
171.582,29.0819,rectangle
172.705,27.9594,rectangle
173.827,27.9594,rectangle
174.95,27.9594,rectangle
172.705,29.0819,rectangle
173.827,29.0819,rectangle
174.95,29.0819,rectangle
176.072,27.9594,rectangle
177.194,27.9594,rectangle
176.072,29.0819,rectangle
177.194,29.0819,rectangle
178.317,27.9594,rectangle
179.439,27.9594,rectangle
178.317,29.0819,rectangle
179.439,29.0819,rectangle
180.562,27.9594,rectangle
181.684,27.9594,rectangle
180.562,29.0819,rectangle
181.684,29.0819,rectangle
182.807,27.9594,rectangle
183.929,27.9594,rectangle
182.807,29.0819,rectangle
183.929,29.0819,rectangle
185.052,27.9594,rectangle
186.174,27.9594,rectangle
187.297,27.9594,rectangle
185.052,29.0819,rectangle
186.174,29.0819,rectangle
187.297,29.0819,rectangle
188.419,27.9594,rectangle
189.542,27.9594,rectangle
188.419,29.0819,rectangle
189.542,29.0819,rectangle
190.664,27.9594,rectangle
191.786,27.9594,rectangle
190.664,29.0819,rectangle
191.786,29.0819,rectangle
192.909,27.9594,rectangle
194.031,27.9594,rectangle
192.909,29.0819,rectangle
194.031,29.0819,rectangle
195.154,27.9594,rectangle
196.276,27.9594,rectangle
197.399,27.9594,rectangle
195.154,29.0819,rectangle
196.276,29.0819,rectangle
197.399,29.0819,rectangle
198.521,27.9594,rectangle
199.644,27.9594,rectangle
198.521,29.0819,rectangle
199.644,29.0819,rectangle
200.766,27.9594,rectangle
201.889,27.9594,rectangle
200.766,29.0819,rectangle
201.889,29.0819,rectangle
203.011,27.9594,rectangle
204.134,27.9594,rectangle
203.011,29.0819,rectangle
204.134,29.0819,rectangle
205.256,27.9594,rectangle
206.378,27.9594,rectangle
205.256,29.0819,rectangle
206.378,29.0819,rectangle
207.501,27.9594,rectangle
208.623,27.9594,rectangle
209.746,27.9594,rectangle
207.501,29.0819,rectangle
208.623,29.0819,rectangle
209.746,29.0819,rectangle
210.868,27.9594,rectangle
211.991,27.9594,rectangle
210.868,29.0819,rectangle
211.991,29.0819,rectangle
213.113,27.9594,rectangle
214.236,27.9594,rectangle
213.113,29.0819,rectangle
214.236,29.0819,rectangle
35.7643,30.2043,rectangle
36.8867,30.2043,rectangle
35.7643,31.3268,rectangle
36.8867,31.3268,rectangle
35.7643,32.4492,rectangle
36.8867,32.4492,rectangle
38.0092,30.2043,rectangle
39.1317,30.2043,rectangle
38.0092,31.3268,rectangle
39.1317,31.3268,rectangle
38.0092,32.4492,rectangle
39.1317,32.4492,rectangle
40.2541,30.2043,rectangle
41.3766,30.2043,rectangle
42.499,30.2043,rectangle
40.2541,31.3268,rectangle
41.3766,31.3268,rectangle
42.499,31.3268,rectangle
40.2541,32.4492,rectangle
41.3766,32.4492,rectangle
42.499,32.4492,rectangle
43.6215,30.2043,rectangle
44.744,30.2043,rectangle
43.6215,31.3268,rectangle
44.744,31.3268,rectangle
43.6215,32.4492,rectangle
44.744,32.4492,rectangle
45.8664,30.2043,rectangle
46.9889,30.2043,rectangle
45.8664,31.3268,rectangle
46.9889,31.3268,rectangle
45.8664,32.4492,rectangle
46.9889,32.4492,rectangle
48.1113,30.2043,rectangle
49.2338,30.2043,rectangle
48.1113,31.3268,rectangle
49.2338,31.3268,rectangle
48.1113,32.4492,rectangle
49.2338,32.4492,rectangle
50.3563,30.2043,rectangle
51.4787,30.2043,rectangle
50.3563,31.3268,rectangle
51.4787,31.3268,rectangle
50.3563,32.4492,rectangle
51.4787,32.4492,rectangle
52.6012,30.2043,rectangle
53.7237,30.2043,rectangle
54.8461,30.2043,rectangle
52.6012,31.3268,rectangle
53.7237,31.3268,rectangle
54.8461,31.3268,rectangle
52.6012,32.4492,rectangle
53.7237,32.4492,rectangle
54.8461,32.4492,rectangle
55.9686,30.2043,rectangle
57.091,30.2043,rectangle
55.9686,31.3268,rectangle
57.091,31.3268,rectangle
55.9686,32.4492,rectangle
57.091,32.4492,rectangle
58.2135,30.2043,rectangle
59.336,30.2043,rectangle
58.2135,31.3268,rectangle
59.336,31.3268,rectangle
58.2135,32.4492,rectangle
59.336,32.4492,rectangle
60.4584,30.2043,rectangle
61.5809,30.2043,rectangle
60.4584,31.3268,rectangle
61.5809,31.3268,rectangle
60.4584,32.4492,rectangle
61.5809,32.4492,rectangle
62.7034,30.2043,rectangle
63.8258,30.2043,rectangle
64.9483,30.2043,rectangle
62.7034,31.3268,rectangle
63.8258,31.3268,rectangle
64.9483,31.3268,rectangle
62.7034,32.4492,rectangle
63.8258,32.4492,rectangle
64.9483,32.4492,rectangle
66.0707,30.2043,rectangle
67.1932,30.2043,rectangle
66.0707,31.3268,rectangle
67.1932,31.3268,rectangle
66.0707,32.4492,rectangle
67.1932,32.4492,rectangle
68.3157,30.2043,rectangle
69.4381,30.2043,rectangle
68.3157,31.3268,rectangle
69.4381,31.3268,rectangle
68.3157,32.4492,rectangle
69.4381,32.4492,rectangle
70.5606,30.2043,rectangle
71.6831,30.2043,rectangle
70.5606,31.3268,rectangle
71.6831,31.3268,rectangle
70.5606,32.4492,rectangle
71.6831,32.4492,rectangle
72.8055,30.2043,rectangle
73.928,30.2043,rectangle
72.8055,31.3268,rectangle
73.928,31.3268,rectangle
72.8055,32.4492,rectangle
73.928,32.4492,rectangle
75.0504,30.2043,rectangle
76.1729,30.2043,rectangle
77.2954,30.2043,rectangle
75.0504,31.3268,rectangle
76.1729,31.3268,rectangle
77.2954,31.3268,rectangle
75.0504,32.4492,rectangle
76.1729,32.4492,rectangle
77.2954,32.4492,rectangle
78.4178,30.2043,rectangle
79.5403,30.2043,rectangle
78.4178,31.3268,rectangle
79.5403,31.3268,rectangle
78.4178,32.4492,rectangle
79.5403,32.4492,rectangle
80.6627,30.2043,rectangle
81.7852,30.2043,rectangle
80.6627,31.3268,rectangle
81.7852,31.3268,rectangle
80.6627,32.4492,rectangle
81.7852,32.4492,rectangle
82.9077,30.2043,rectangle
84.0301,30.2043,rectangle
82.9077,31.3268,rectangle
84.0301,31.3268,rectangle
82.9077,32.4492,rectangle
84.0301,32.4492,rectangle
85.1526,30.2043,rectangle
86.2751,30.2043,rectangle
87.3975,30.2043,rectangle
85.1526,31.3268,rectangle
86.2751,31.3268,rectangle
87.3975,31.3268,rectangle
85.1526,32.4492,rectangle
86.2751,32.4492,rectangle
87.3975,32.4492,rectangle
88.52,30.2043,rectangle
89.6424,30.2043,rectangle
88.52,31.3268,rectangle
89.6424,31.3268,rectangle
88.52,32.4492,rectangle
89.6424,32.4492,rectangle
90.7649,30.2043,rectangle
91.8874,30.2043,rectangle
90.7649,31.3268,rectangle
91.8874,31.3268,rectangle
90.7649,32.4492,rectangle
91.8874,32.4492,rectangle
93.0098,30.2043,rectangle
94.1323,30.2043,rectangle
93.0098,31.3268,rectangle
94.1323,31.3268,rectangle
93.0098,32.4492,rectangle
94.1323,32.4492,rectangle
95.2548,30.2043,rectangle
96.3772,30.2043,rectangle
97.4997,30.2043,rectangle
95.2548,31.3268,rectangle
96.3772,31.3268,rectangle
97.4997,31.3268,rectangle
95.2548,32.4492,rectangle
96.3772,32.4492,rectangle
97.4997,32.4492,rectangle
98.6221,30.2043,rectangle
99.7446,30.2043,rectangle
98.6221,31.3268,rectangle
99.7446,31.3268,rectangle
98.6221,32.4492,rectangle
99.7446,32.4492,rectangle
100.867,30.2043,rectangle
101.99,30.2043,rectangle
100.867,31.3268,rectangle
101.99,31.3268,rectangle
100.867,32.4492,rectangle
101.99,32.4492,rectangle
103.112,30.2043,rectangle
104.234,30.2043,rectangle
103.112,31.3268,rectangle
104.234,31.3268,rectangle
103.112,32.4492,rectangle
104.234,32.4492,rectangle
105.357,30.2043,rectangle
106.479,30.2043,rectangle
105.357,31.3268,rectangle
106.479,31.3268,rectangle
105.357,32.4492,rectangle
106.479,32.4492,rectangle
107.602,30.2043,rectangle
108.724,30.2043,rectangle
109.847,30.2043,rectangle
107.602,31.3268,rectangle
108.724,31.3268,rectangle
109.847,31.3268,rectangle
107.602,32.4492,rectangle
108.724,32.4492,rectangle
109.847,32.4492,rectangle
