x,y,objet
149.133,14.4901,carre
150.255,13.3671,carre
151.378,13.3671,carre
150.255,14.4898,carre
151.378,14.4901,carre
152.5,13.3674,carre
153.623,13.3674,carre
154.746,13.3671,carre
152.5,14.4898,carre
153.623,14.4898,carre
154.745,14.4898,carre
155.867,13.3671,carre
156.99,13.3671,carre
155.867,14.4901,carre
156.99,14.4898,carre
158.112,13.3671,carre
159.235,13.3671,carre
158.112,14.4901,carre
159.235,14.4901,carre
160.357,13.3671,carre
161.48,13.3671,carre
160.358,14.4898,carre
161.48,14.4901,carre
162.602,13.3671,carre
163.725,13.3674,carre
164.848,13.3671,carre
162.602,14.4898,carre
163.725,14.4898,carre
164.847,14.4898,carre
165.97,13.3671,carre
167.093,13.3671,carre
165.97,14.4901,carre
167.092,14.4898,carre
168.215,13.3671,carre
169.337,13.3671,carre
168.215,14.4901,carre
169.337,14.4901,carre
170.459,13.3671,carre
171.582,13.3671,carre
170.46,14.4898,carre
171.582,14.4901,carre
172.704,13.3671,carre
173.827,13.3674,carre
174.95,13.3674,carre
172.705,14.4898,carre
173.827,14.4898,carre
174.95,14.4898,carre
176.072,13.3671,carre
177.195,13.3671,carre
176.072,14.4901,carre
177.194,14.4898,carre
178.317,13.3671,carre
179.44,13.3671,carre
178.317,14.4901,carre
179.44,14.4901,carre
180.562,13.3671,carre
181.685,13.3671,carre
180.562,14.4901,carre
181.685,14.4901,carre
182.807,13.3671,carre
183.93,13.3671,carre
182.807,14.4898,carre
183.93,14.4901,carre
185.052,13.3674,carre
186.174,13.3674,carre
187.297,13.3671,carre
185.052,14.4898,carre
186.174,14.4898,carre
187.297,14.4898,carre
188.419,13.3671,carre
189.542,13.3671,carre
188.419,14.4901,carre
189.542,14.4898,carre
190.664,13.3671,carre
191.787,13.3671,carre
190.664,14.4901,carre
191.787,14.4901,carre
192.909,13.3671,carre
194.032,13.3671,carre
192.909,14.4898,carre
194.032,14.4901,carre
195.154,13.3671,carre
196.276,13.3674,carre
197.399,13.3671,carre
195.154,14.4898,carre
196.276,14.4898,carre
197.399,14.4898,carre
198.521,13.3671,carre
199.644,13.3671,carre
198.521,14.4901,carre
199.644,14.4898,carre
200.766,13.3671,carre
201.889,13.3671,carre
200.766,14.4901,carre
201.889,14.4901,carre
203.011,13.3671,carre
204.134,13.3671,carre
203.011,14.4898,carre
204.134,14.4901,carre
205.256,13.3671,carre
206.379,13.3671,carre
205.256,14.4898,carre
206.379,14.4901,carre
207.501,13.3674,carre
208.623,13.3674,carre
209.746,13.3671,carre
207.501,14.4898,carre
208.623,14.4898,carre
209.746,14.4898,carre
210.868,13.3671,carre
211.991,13.3671,carre
210.868,14.4901,carre
211.991,14.4898,carre
213.113,13.3671,carre
214.236,13.3674,carre
213.113,14.4901,carre
214.236,14.4898,carre
35.7637,15.6124,carre
36.887,15.6121,carre
35.7637,16.7347,carre
36.887,16.735,carre
38.0089,15.6121,carre
39.1319,15.6121,carre
38.0089,16.735,carre
39.1319,16.735,carre
40.2541,15.6124,carre
41.3765,15.6124,carre
42.499,15.6124,carre
40.2538,16.735,carre
41.3765,16.7347,carre
42.499,16.7347,carre
43.6213,15.6121,carre
44.7439,15.6124,carre
43.6213,16.735,carre
44.7442,16.735,carre
45.8662,15.6121,carre
46.9891,15.6121,carre
45.8662,16.735,carre
46.9891,16.735,carre
48.1111,15.6121,carre
49.2341,15.6121,carre
48.1111,16.735,carre
49.2341,16.735,carre
50.3563,15.6124,carre
51.479,15.6121,carre
50.356,16.735,carre
51.479,16.735,carre
52.6012,15.6124,carre
53.7237,15.6124,carre
54.8461,15.6124,carre
52.6012,16.7347,carre
53.7237,16.7347,carre
54.8461,16.7347,carre
55.9683,15.6121,carre
57.091,15.6124,carre
55.9683,16.735,carre
57.0913,16.735,carre
58.2133,15.6121,carre
59.3362,15.6121,carre
58.2133,16.735,carre
59.3362,16.735,carre
60.4582,15.6121,carre
61.5811,15.6121,carre
60.4582,16.735,carre
61.5811,16.735,carre
62.7034,15.6124,carre
63.8258,15.6124,carre
64.9483,15.6124,carre
62.7034,16.7347,carre
63.8258,16.7347,carre
64.9483,16.7347,carre
66.0705,15.6121,carre
67.1932,15.6124,carre
66.0705,16.735,carre
67.1934,16.735,carre
68.3154,15.6121,carre
69.4384,15.6121,carre
68.3154,16.735,carre
69.4384,16.735,carre
70.5603,15.6121,carre
71.6833,15.6121,carre
70.5603,16.735,carre
71.6833,16.735,carre
72.8056,15.6124,carre
73.9282,15.6121,carre
72.8053,16.735,carre
73.9282,16.735,carre
75.0504,15.6124,carre
76.1729,15.6124,carre
77.2954,15.6124,carre
75.0504,16.7347,carre
76.1729,16.7347,carre
77.2954,16.7347,carre
78.4176,15.6121,carre
79.5405,15.6121,carre
78.4176,16.735,carre
79.5405,16.735,carre
80.6625,15.6121,carre
81.7855,15.6121,carre
80.6625,16.735,carre
81.7855,16.735,carre
82.9077,15.6124,carre
84.0304,15.6121,carre
82.9074,16.735,carre
84.0304,16.735,carre
85.1526,15.6124,carre
86.2751,15.6124,carre
87.3975,15.6124,carre
85.1526,16.7347,carre
86.2751,16.7347,carre
87.3975,16.7347,carre
88.5197,15.6121,carre
89.6424,15.6124,carre
88.5197,16.735,carre
89.6427,16.735,carre
90.7647,15.6121,carre
91.8876,15.6121,carre
90.7647,16.735,carre
91.8876,16.735,carre
93.0096,15.6121,carre
94.1325,15.6121,carre
93.0096,16.735,carre
94.1325,16.735,carre
95.2548,15.6124,carre
96.3772,15.6124,carre
97.4997,15.6124,carre
95.2545,16.735,carre
96.3772,16.7347,carre
97.4997,16.7347,carre
98.6219,15.6121,carre
99.7446,15.6124,carre
98.6219,16.735,carre
99.7448,16.735,carre
100.867,15.6121,carre
101.99,15.6121,carre
100.867,16.735,carre
101.99,16.735,carre
103.112,15.6121,carre
104.235,15.6121,carre
103.112,16.735,carre
104.235,16.735,carre
105.357,15.6124,carre
106.48,15.6121,carre
105.357,16.735,carre
106.48,16.735,carre
107.602,15.6124,carre
108.724,15.6124,carre
109.847,15.6124,carre
107.602,16.7347,carre
108.724,16.7347,carre
109.847,16.7347,carre
110.969,15.6121,carre
112.092,15.6124,carre
110.969,16.735,carre
112.092,16.735,carre
113.214,15.6121,carre
114.337,15.6121,carre
113.214,16.735,carre
114.337,16.735,carre
115.459,15.6121,carre
116.582,15.6121,carre
115.459,16.735,carre
116.582,16.735,carre
117.704,15.6124,carre
118.826,15.6124,carre
119.949,15.6124,carre
117.704,16.7347,carre
118.826,16.7347,carre
119.949,16.7347,carre
121.071,15.6121,carre
122.194,15.6124,carre
121.071,16.735,carre
122.194,16.735,carre
123.316,15.6121,carre
124.439,15.6121,carre
123.316,16.735,carre
124.439,16.735,carre
125.561,15.6121,carre
126.684,15.6121,carre
125.561,16.735,carre
126.684,16.735,carre
127.806,15.6124,carre
128.929,15.6121,carre
127.806,16.735,carre
128.929,16.735,carre
130.051,15.6124,carre
131.174,15.6124,carre
132.296,15.6124,carre
130.051,16.7347,carre
131.174,16.7347,carre
132.296,16.7347,carre
133.418,15.6121,carre
134.541,15.6121,carre
133.418,16.735,carre
134.541,16.735,carre
135.663,15.6121,carre
136.786,15.6121,carre
135.663,16.735,carre
136.786,16.735,carre
137.908,15.6124,carre
139.031,15.6121,carre
137.908,16.735,carre
139.031,16.735,carre
140.153,15.6124,carre
141.276,15.6124,carre
142.398,15.6124,carre
140.153,16.7347,carre
141.276,16.7347,carre
142.398,16.7347,carre
143.52,15.6121,carre
144.643,15.6124,carre
143.52,16.735,carre
144.643,16.735,carre
145.765,15.6121,carre
146.888,15.6121,carre
145.765,16.735,carre
146.888,16.735,carre
148.01,15.6121,carre
149.133,15.6121,carre
148.01,16.735,carre
149.133,16.735,carre
150.255,15.6124,carre
151.378,15.6121,carre
150.255,16.735,carre
151.378,16.735,carre
152.5,15.6124,carre
153.623,15.6124,carre
154.745,15.6124,carre
152.5,16.7347,carre
153.623,16.7347,carre
154.746,16.735,carre
155.867,15.6121,carre
156.99,15.6121,carre
155.867,16.735,carre
156.99,16.735,carre
158.112,15.6121,carre
159.235,15.6121,carre
158.112,16.735,carre
159.235,16.735,carre
160.358,15.6124,carre
161.48,15.6121,carre
160.357,16.735,carre
161.48,16.735,carre
162.602,15.6124,carre
163.725,15.6124,carre
164.847,15.6124,carre
162.602,16.7347,carre
163.725,16.7347,carre
164.847,16.7347,carre
165.97,15.6121,carre
167.092,15.6124,carre
165.97,16.735,carre
167.093,16.735,carre
168.215,15.6121,carre
169.337,15.6121,carre
168.215,16.735,carre
169.337,16.735,carre
170.459,15.6121,carre
171.582,15.6121,carre
